Task ID,Date (task completed),Insert Date,Group Name,Sub Group,Task Labels,Task Name,Rewarded,ADA,GMBL,AGIX,USD,Transaction ID
3700,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3701,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3702,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3703,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3704,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3705,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3706,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3707,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3708,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3709,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
3710,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3711,18.04.23,18.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #44 - 18.4.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
3263,19.04.23,30.04.23,SingularityNET,Process Guild,Operations,Setup Ambassadors Zoom account & licence - 19.04.2023,TRUE,0,20,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3409,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3410,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3411,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3412,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3413,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3414,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3415,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3416,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3417,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3418,19.04.23,30.04.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/19/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS,TRUE,0,300,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3107,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3108,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3109,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3110,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3111,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3112,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3113,20.04.23,30.04.23,SingularityNET,Ambassador Program,Operations,Summit preperation Call - 20.4.2023,TRUE,0,100,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3164,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3165,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,c1d9cdeb3d9de5573b6f9b452865c38aef574aa5bec0c62f0198a619dc6f157e
3166,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,c1d9cdeb3d9de5573b6f9b452865c38aef574aa5bec0c62f0198a619dc6f157e
3167,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3168,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3169,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3170,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3171,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3172,20.04.23,30.04.23,SingularityNET,Treasury Guild,"Community Communication,Operations,Coordination",Participate in Treasury Guild 20.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3104,21.04.23,30.04.23,SingularityNET,Ambassador Program,Community Communication,Speak at the SNET Decentralisation Summit - 21.04.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3105,21.04.23,30.04.23,SingularityNET,Ambassador Program,Community Communication,Speak at the SNET Decentralisation Summit - 21.04.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3106,21.04.23,30.04.23,SingularityNET,Ambassador Program,Community Communication,Speak at the SNET Decentralisation Summit - 21.04.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3136,21.04.23,02.05.23,SingularityNET,Video Workgroup,Content Creation,Lilycupcake's videos 21.04.23 150 USD,TRUE,0,1500,0,150,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3137,21.04.23,02.05.23,SingularityNET,Video Workgroup,Content Creation,Cryptofly's video 21.04.23 100 USD,TRUE,0,1000,0,100,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3148,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3149,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3150,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3151,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3152,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3153,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3154,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3155,21.04.23,30.04.23,SingularityNET,Video Workgroup,"Community Communication,Operations,Coordination",Meeting for Video Workgroup 21.04.23,TRUE,0,100,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3200,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3265,31.03.23,30.04.23,SingularityNET,Process Guild,"Operations,Community Communication",Tevo Activity List March and April 2023,TRUE,0,1350,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3201,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3202,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3270,30.03.23,30.04.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",30.03.23 - Tevo Activity List March and April 2023,TRUE,0,1200,4285,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3203,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3204,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3205,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3206,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3207,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3208,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3209,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3210,21.04.23,30.04.23,SingularityNET,Marketing Guild,"Operations,Coordination,Community Communication",Marketing Guild Meeting - 21.4.23,TRUE,0,50,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3249,22.04.23,30.04.23,SingularityNET,Process Guild,Content Creation,Create SNET Ambassadors Linktree - 22.04.2023,TRUE,0,50,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3310,22.04.23,30.04.23,SingularityNET,Ambassador Translator,Onboarding,22.04.23 - Onboarding Translator - french,TRUE,0,1,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3311,22.04.23,30.04.23,SingularityNET,Ambassador Translator,Onboarding,22.04.23 - Onboarding Translator - french,TRUE,0,1,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3397,23.04.23,30.04.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Rojo's Activity List - April 23,TRUE,0,5100,4285,0,24146d1328c3c64f59248a14e8af9d02666586336c0617a128bc7bc1db85aa13
3619,23.04.23,16.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Peter Activity List April 23,TRUE,0,100,4285,0,24146d1328c3c64f59248a14e8af9d02666586336c0617a128bc7bc1db85aa13
3128,25.04.23,30.04.23,SingularityNET,Archival Workgroup,Content Creation,Create Archival Group Dework Space - 25.4.2023,TRUE,0,10,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3238,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3239,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3240,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3241,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3242,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3243,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3244,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,b297365a480cf4026a6dddd032d6975a3d3f65da6a95d70dc98c41fd82f6e9d2
3245,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3246,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
3247,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3248,25.04.23,30.04.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 25.04.23,TRUE,0,150,0,0,e29bd8006898058afa17ebf1e95e518179a4bffdd7fb5730ab4b4f422af4b73e
3712,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
3713,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3714,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3715,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3716,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3717,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
3718,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3719,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3720,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3721,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3722,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3723,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3724,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3725,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3726,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3727,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3728,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3729,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
3730,25.04.23,25.04.23,SingularityNET,Ambassador Program,Community Communication,Join Ambassador Town Hall #45 - 25.4.2023,TRUE,0,100,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3408,26.04.23,30.04.23,SingularityNET,Strategy Guild,Planning,4/26/2023 Strategy Guild Planning and Ideation. .45 task points,TRUE,0,45,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3577,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,FALSE,0,300,0,0,
3578,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3579,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3580,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3581,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3582,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3583,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3584,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
3585,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,c948c74e182bbe1772e4904bb72537b37fdadf7b3da18a828eb613016e399ff6
3586,26.04.23,16.05.23,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",4/26/2023 STRATEGY GUILD WEEKLY MEETING- TASK POINTS 1.5,TRUE,0,300,0,0,f14b1a3ba42be71761a8a5f81b8e3d95e1fc5661eeabad8b0038ff7ba53a6714
